"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","78.3","","","","1"
"1980","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","75.0","","","","1"
"1981","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","74.6","","","","1"
"1982","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","77.5","","","","1"
"1983","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","79.7","","","","1"
"1984","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","79.1","","","","1"
"1985","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","83.1","","","","1"
"1986","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","83.2","","","","1"
"1987","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","80.9","","","","1"
"1988","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","81.2","","","","1"
"1989","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","79.5","","","","1"
"1990","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","81.0","","","","1"
"1991","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","79.8","","","","1"
"1992","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","78.8","","","","1"
"1993","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","82.2","","","","1"
"1994","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","80.5","","","","1"
"1995","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","81.4","","","","1"
"1996","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","77.2","","","","1"
"1997","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","77.7","","","","1"
"1998","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","80.8","","","","1"
"1999","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","82.8","","","","1"
"2000","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","81.8","","","","1"
"2001","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","83.6","","","","1"
"2002","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","87.2","","","","1"
"2003","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","85.5","","","","1"
"2004","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","85.3","","","","1"
"2005","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","84.5","","","","1"
"2006","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","90.5","","","","1"
"2007","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","88.4","","","","1"
"2008","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","87.8","","","","1"
"2009","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","87.3","","","","1"
"2010","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","91.7","","","","1"
"2011","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","91.7","","","","1"
"2012","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","92.8","","","","1"
"2013","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","92.1","","","","1"
"2014","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","93.5","","","","1"
"2015","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","91.9","","","","1"
"2016","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","89.2","","","","1"
"2017","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","90.8","","","","1"
"2018","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","88.3","","","","1"
"2019","Manitoba","2016A000246","Employment","Wholesale and retail trade [41, 44-45]","Both sexes","15 years and over","Persons","249","thousands","3","v2366978","8.2.14.1.1","88.4","","","","1"
"1976","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","36.6","","","","1"
"1977","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","36.5","","","","1"
"1978","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.1","","","","1"
"1979","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.1","","","","1"
"1980","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.6","","","","1"
"1981","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","36.6","","","","1"
"1982","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","34.2","","","","1"
"1983","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","32.8","","","","1"
"1984","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.7","","","","1"
"1985","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","37.0","","","","1"
"1986","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","37.5","","","","1"
"1987","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","33.6","","","","1"
"1988","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.6","","","","1"
"1989","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","36.0","","","","1"
"1990","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","33.5","","","","1"
"1991","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","32.2","","","","1"
"1992","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","30.9","","","","1"
"1993","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","31.8","","","","1"
"1994","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","33.5","","","","1"
"1995","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","34.1","","","","1"
"1996","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","33.8","","","","1"
"1997","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","33.4","","","","1"
"1998","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","32.7","","","","1"
"1999","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","34.8","","","","1"
"2000","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.0","","","","1"
"2001","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","36.4","","","","1"
"2002","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","36.0","","","","1"
"2003","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.9","","","","1"
"2004","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","34.6","","","","1"
"2005","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","33.4","","","","1"
"2006","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","34.9","","","","1"
"2007","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","34.5","","","","1"
"2008","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.3","","","","1"
"2009","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","37.1","","","","1"
"2010","Manitoba","2016A000246","Employment","Transportation and warehousing [48-49]","Both sexes","15 years and over","Persons","249","thousands","3","v2366966","8.2.17.1.1","35.5","","","","1"
